geneId,geneSymbol,diseaseId,diseaseName,diseaseClass,pmid,source,class
1071,CETP,C0027051,Myocardial Infarction,C14,20031563,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,23891427,BEFREE,3393
1071,CETP,C0948480,Coronary Restenosis,C14,19815603,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,24080640,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,7820935,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,10092998,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,15256516,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,20031564,BEFREE,3393
1071,CETP,C0020479,Hyperlipoproteinemia Type III,C16;C18,7798236,BEFREE,1168
1071,CETP,C0027051,Myocardial Infarction,C14,11888533,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,17970962,LHGDN,3393
1071,CETP,C0027051,Myocardial Infarction,C14,16420563,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,7657837,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,17568242,LHGDN,3393
1071,CETP,C0027051,Myocardial Infarction,C14,24801707,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,15585206,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,1680788,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,17440012,LHGDN,3393
1071,CETP,C0027051,Myocardial Infarction,C14,10861897,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,18622260,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,17440012,BEFREE,3393
1071,CETP,C0027051,Myocardial Infarction,C14,19217440,LHGDN,3393
1071,CETP,C0027051,Myocardial Infarction,C14,16684835,BEFREE,3393
1071,CETP,C0271650,Impaired glucose tolerance,C18,9607127,BEFREE,9351
1071,CETP,C0020479,Hyperlipoproteinemia Type III,C16;C18,8044997,BEFREE,1168
1071,CETP,C0027051,Myocardial Infarction,C14,12902385,BEFREE,3393
1072,CFL1,C0004096,Asthma,C08;C20,17088134,BEFREE,2841
1072,CFL1,C0027051,Myocardial Infarction,C14,24292258,RGD,3393
1072,CFL1,C0004096,Asthma,C08;C20,17088134,LHGDN,2841
1080,CFTR,C0004096,Asthma,C08;C20,22332135,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,20298391,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,20879059,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,16678395,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,16212675,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,24440239,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,11354633,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,18757309,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,16678503,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,21999194,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,22324837,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,11243954,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,22664493,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,10571949,BEFREE,2841
1080,CFTR,C0004096,Asthma,C08;C20,22533779,BEFREE,2841
1103,CHAT,C0027051,Myocardial Infarction,C14,23525439,BEFREE,3393
1103,CHAT,C0004096,Asthma,C08;C20,17328924,RGD,2841
1104,RCC1,C0004096,Asthma,C08;C20,11956218,BEFREE,2841
1111,CHEK1,C0004096,Asthma,C08;C20,22532985,BEFREE,2841
1116,CHI3L1,C0027051,Myocardial Infarction,C14,24958781,BEFREE,3393
1116,CHI3L1,C0004096,Asthma,C08;C20,25634111,BEFREE,2841
1116,CHI3L1,C0027051,Myocardial Infarction,C14,22937056,BEFREE,3393
1116,CHI3L1,C0004096,Asthma,C08;C20,20538957,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,18769193,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,19414556,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,19421404,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,19644363,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,26372680,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,18403759,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,25592985,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,21949714,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,21530869,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,18403759,LHGDN,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,23628340,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,19295241,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,19568425,BEFREE,2841
1116,CHI3L1,C0004096,Asthma,C08;C20,23331560,BEFREE,2841
1118,CHIT1,C0004096,Asthma,C08;C20,18845328,BEFREE,2841
1118,CHIT1,C0004096,Asthma,C08;C20,20538957,BEFREE,2841
1118,CHIT1,C0004096,Asthma,C08;C20,23331560,BEFREE,2841
1118,CHIT1,C0004096,Asthma,C08;C20,19644363,BEFREE,2841
1118,CHIT1,C0004096,Asthma,C08;C20,26372680,BEFREE,2841
1118,CHIT1,C0004096,Asthma,C08;C20,29572197,BEFREE,2841
1118,CHIT1,C0004096,Asthma,C08;C20,20819891,BEFREE,2841
1122,CHML,C0004096,Asthma,C08;C20,18344558,LHGDN,2841
1122,CHML,C0004096,Asthma,C08;C20,18344558,BEFREE,2841
1128,CHRM1,C0004096,Asthma,C08;C20,16931638,LHGDN,2841
1128,CHRM1,C0004096,Asthma,C08;C20,19183167,BEFREE,2841
1128,CHRM1,C0004096,Asthma,C08;C20,16931638,BEFREE,2841
1129,CHRM2,C0004096,Asthma,C08;C20,12948933,BEFREE,2841
1129,CHRM2,C0004096,Asthma,C08;C20,11325793,BEFREE,2841
1131,CHRM3,C0027051,Myocardial Infarction,C14,25679992,BEFREE,3393
1131,CHRM3,C0004096,Asthma,C08;C20,12642833,LHGDN,2841
1131,CHRM3,C0027051,Myocardial Infarction,C14,18640847,BEFREE,3393
1131,CHRM3,C0027051,Myocardial Infarction,C14,23692382,BEFREE,3393
1131,CHRM3,C0027051,Myocardial Infarction,C14,21035182,BEFREE,3393
1131,CHRM3,C0004096,Asthma,C08;C20,24365139,BEFREE,2841
1131,CHRM3,C0004096,Asthma,C08;C20,22192964,BEFREE,2841
1131,CHRM3,C0004096,Asthma,C08;C20,17656681,BEFREE,2841
1131,CHRM3,C0004096,Asthma,C08;C20,12642833,BEFREE,2841
1135,CHRNA2,C0004096,Asthma,C08;C20,19426955,GWASDB,2841
1135,CHRNA2,C0004096,Asthma,C08;C20,20698975,GWASDB,2841
1136,CHRNA3,C0004096,Asthma,C08;C20,22017462,BEFREE,2841
1137,CHRNA4,C0027051,Myocardial Infarction,C14,16280133,BEFREE,3393
1138,CHRNA5,C0027051,Myocardial Infarction,C14,24727484,BEFREE,3393
1152,CKB,C0027051,Myocardial Infarction,C14,12359538,CTD_human,3393
1153,CIRBP,C0007785,Cerebral Infarction,C10;C14,24613680,BEFREE,6713
1154,CISH,C0271650,Impaired glucose tolerance,C18,19118408,BEFREE,9351
1158,CKM,C0027051,Myocardial Infarction,C14,3279722,CTD_human,3393
1158,CKM,C0027051,Myocardial Infarction,C14,12359538,CTD_human,3393
1179,CLCA1,C0004096,Asthma,C08;C20,11956057,BEFREE,2841
1179,CLCA1,C0004096,Asthma,C08;C20,24075231,BEFREE,2841
1179,CLCA1,C0004096,Asthma,C08;C20,22731784,BEFREE,2841
1179,CLCA1,C0004096,Asthma,C08;C20,11296262,BEFREE,2841
1179,CLCA1,C0004096,Asthma,C08;C20,17898169,BEFREE,2841
1179,CLCA1,C0004096,Asthma,C08;C20,16364194,BEFREE,2841
1179,CLCA1,C0004096,Asthma,C08;C20,15318163,LHGDN,2841
1179,CLCA1,C0004096,Asthma,C08;C20,25091434,BEFREE,2841
1179,CLCA1,C0004096,Asthma,C08;C20,11694454,BEFREE,2841
1179,CLCA1,C0004096,Asthma,C08;C20,11842292,BEFREE,2841
1179,CLCA1,C0004096,Asthma,C08;C20,15345696,BEFREE,2841
1179,CLCA1,C0004096,Asthma,C08;C20,16151054,BEFREE,2841
1179,CLCA1,C0004096,Asthma,C08;C20,16148052,LHGDN,2841
1215,CMA1,C0027051,Myocardial Infarction,C14,9794357,BEFREE,3393
1215,CMA1,C0004096,Asthma,C08;C20,15924217,LHGDN,2841
1215,CMA1,C1135191,Heart Failure- Systolic,C14,18641516,BEFREE,6000
1215,CMA1,C0004096,Asthma,C08;C20,15248847,BEFREE,2841
1230,CCR1,C0004096,Asthma,C08;C20,14607956,BEFREE,2841
1230,CCR1,C0004096,Asthma,C08;C20,24560857,BEFREE,2841
1230,CCR1,C0004096,Asthma,C08;C20,18178867,BEFREE,2841
1230,CCR1,C0004096,Asthma,C08;C20,23258953,BEFREE,2841
1230,CCR1,C0004096,Asthma,C08;C20,15548526,BEFREE,2841
1230,CCR1,C0004096,Asthma,C08;C20,16204626,BEFREE,2841
1230,CCR1,C0004096,Asthma,C08;C20,18178867,LHGDN,2841
1232,CCR3,C0004096,Asthma,C08;C20,17581195,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,24560857,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,17845580,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,16978084,RGD,2841
1232,CCR3,C0004096,Asthma,C08;C20,10570327,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,11160184,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,18849613,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,12589338,BEFREE,2841
1232,CCR3,C0027051,Myocardial Infarction,C14,18954648,RGD,3393
1232,CCR3,C0004096,Asthma,C08;C20,20214667,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,17845580,LHGDN,2841
1232,CCR3,C0004096,Asthma,C08;C20,20022477,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,26810221,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,11307756,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,16081847,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,16920975,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,12874248,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,11699731,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,17983872,BEFREE,2841
1232,CCR3,C0004096,Asthma,C08;C20,9893192,BEFREE,2841
1233,CCR4,C0004096,Asthma,C08;C20,15993846,RGD,2841
1233,CCR4,C0004096,Asthma,C08;C20,20099827,BEFREE,2841
1233,CCR4,C0004096,Asthma,C08;C20,15944327,BEFREE,2841
1233,CCR4,C0004096,Asthma,C08;C20,23731651,BEFREE,2841
1234,CCR5,C0004096,Asthma,C08;C20,14607956,BEFREE,2841
1234,CCR5,C0027051,Myocardial Infarction,C14,17383752,BEFREE,3393
1234,CCR5,C0027051,Myocardial Infarction,C14,18220812,BEFREE,3393
1234,CCR5,C0004096,Asthma,C08;C20,11447384,BEFREE,2841
1234,CCR5,C0004096,Asthma,C08;C20,17445875,LHGDN,2841
1234,CCR5,C0027051,Myocardial Infarction,C14,18379014,LHGDN,3393
1234,CCR5,C0004096,Asthma,C08;C20,23250822,BEFREE,2841
1234,CCR5,C0004096,Asthma,C08;C20,11081537,BEFREE,2841
1234,CCR5,C0004096,Asthma,C08;C20,18972295,LHGDN,2841
1234,CCR5,C0004096,Asthma,C08;C20,12612298,BEFREE,2841
1234,CCR5,C0004096,Asthma,C08;C20,10520641,BEFREE,2841
1235,CCR6,C0004096,Asthma,C08;C20,26031901,GWASCAT,2841
1235,CCR6,C0004096,Asthma,C08;C20,24349168,BEFREE,2841
1236,CCR7,C0004096,Asthma,C08;C20,10627863,BEFREE,2841
1237,CCR8,C0004096,Asthma,C08;C20,17641040,BEFREE,2841
1237,CCR8,C0004096,Asthma,C08;C20,15993846,RGD,2841
1237,CCR8,C0004096,Asthma,C08;C20,11390417,BEFREE,2841
1241,LTB4R,C0004096,Asthma,C08;C20,19448154,BEFREE,2841
1241,LTB4R,C0004096,Asthma,C08;C20,16179368,BEFREE,2841
1241,LTB4R,C0004096,Asthma,C08;C20,17075244,LHGDN,2841
1241,LTB4R,C0004096,Asthma,C08;C20,21596548,BEFREE,2841
1258,CNGB1,C0004096,Asthma,C08;C20,21907864,BEFREE,2841
1268,CNR1,C0271650,Impaired glucose tolerance,C18,22167524,BEFREE,9351
1269,CNR2,C0025193,Melancholia,F03,18286196,CTD_human,1596
1269,CNR2,C0027051,Myocardial Infarction,C14,22612332,BEFREE,3393
1277,COL1A1,C0004096,Asthma,C08;C20,19110771,LHGDN,2841
1277,COL1A1,C0027051,Myocardial Infarction,C14,25636075,RGD,3393
1281,COL3A1,C0027051,Myocardial Infarction,C14,25636075,RGD,3393
1281,COL3A1,C0027051,Myocardial Infarction,C14,11168790,BEFREE,3393
1281,COL3A1,C0004096,Asthma,C08;C20,24875618,BEFREE,2841
1282,COL4A1,C0027051,Myocardial Infarction,C14,28714975,GWASCAT,3393
1282,COL4A1,C0027051,Myocardial Infarction,C14,18077766,BEFREE,3393
1284,COL4A2,C0027051,Myocardial Infarction,C14,21211798,GWASDB,3393
1284,COL4A2,C0027051,Myocardial Infarction,C14,22144573,BEFREE,3393
1284,COL4A2,C0027051,Myocardial Infarction,C14,26343387,GWASCAT,3393
1285,COL4A3,C0004096,Asthma,C08;C20,23483898,BEFREE,2841
1287,COL4A5,C0004096,Asthma,C08;C20,18811623,BEFREE,2841
1290,COL5A2,C0027051,Myocardial Infarction,C14,23574622,BEFREE,3393
1302,COL11A2,C0007785,Cerebral Infarction,C10;C14,10657571,BEFREE,6713
1302,COL11A2,C0004096,Asthma,C08;C20,26169874,BEFREE,2841
1305,COL13A1,C0027051,Myocardial Infarction,C14,21211798,GWASDB,3393
1312,COMT,C0027051,Myocardial Infarction,C14,15033250,BEFREE,3393
1312,COMT,C0013537,Eclampsia,C13,22886584,BEFREE,10763
1312,COMT,C0013537,Eclampsia,C13,18469803,BEFREE,10763
1312,COMT,C0013537,Eclampsia,C13,20646932,BEFREE,10763
1312,COMT,C0013537,Eclampsia,C13,21047975,BEFREE,10763
1312,COMT,C0271650,Impaired glucose tolerance,C18,19690620,BEFREE,9351
1351,COX8A,C0004096,Asthma,C08;C20,19390242,BEFREE,2841
1351,COX8A,C0004096,Asthma,C08;C20,15316498,BEFREE,2841
1356,CP,C0027051,Myocardial Infarction,C14,22075249,BEFREE,3393
1359,CPA3,C0004096,Asthma,C08;C20,20052409,BEFREE,2841
1359,CPA3,C0004096,Asthma,C08;C20,24582314,BEFREE,2841
1359,CPA3,C0004096,Asthma,C08;C20,20451039,BEFREE,2841
1361,CPB2,C0027051,Myocardial Infarction,C14,15978108,BEFREE,3393
1361,CPB2,C0027051,Myocardial Infarction,C14,12006404,BEFREE,3393
1361,CPB2,C0007785,Cerebral Infarction,C10;C14,15521922,BEFREE,6713
1361,CPB2,C0013537,Eclampsia,C13,17184758,BEFREE,10763
1361,CPB2,C0027051,Myocardial Infarction,C14,12956767,BEFREE,3393
1361,CPB2,C0027051,Myocardial Infarction,C14,19377074,BEFREE,3393
1366,CLDN7,C0004096,Asthma,C08;C20,21624620,BEFREE,2841
1371,CPOX,C0004096,Asthma,C08;C20,19390242,BEFREE,2841
1371,CPOX,C0004096,Asthma,C08;C20,15316498,BEFREE,2841
1373,CPS1,C0031190,Persistent Fetal Circulation Syndrome,C08;C16,11407344,CTD_human,10763
1378,CR1,C0004096,Asthma,C08;C20,10779280,BEFREE,2841
1382,CRABP2,C0020474,Hyperlipidemia- Familial Combined,C16;C18,17484622,BEFREE,1168
1384,CRAT,C0271650,Impaired glucose tolerance,C18,19553674,BEFREE,9351
1385,CREB1,C0004096,Asthma,C08;C20,17573727,LHGDN,2841
1385,CREB1,C0004096,Asthma,C08;C20,24204796,BEFREE,2841
1385,CREB1,C0007785,Cerebral Infarction,C10;C14,17429598,BEFREE,6713
1385,CREB1,C0027051,Myocardial Infarction,C14,19027736,CTD_human,3393
1387,CREBBP,C0004096,Asthma,C08;C20,17573727,BEFREE,2841
1387,CREBBP,C0004096,Asthma,C08;C20,12153977,BEFREE,2841
1390,CREM,C0027051,Myocardial Infarction,C14,19027736,CTD_human,3393
1392,CRH,C0025193,Melancholia,F03,18698320,CTD_human,1596
1392,CRH,C0013537,Eclampsia,C13,22763913,BEFREE,10763
1392,CRH,C0004096,Asthma,C08;C20,18408560,BEFREE,2841
1392,CRH,C0025193,Melancholia,F03,12438692,CTD_human,1596
1394,CRHR1,C0031190,Persistent Fetal Circulation Syndrome,C08;C16,22258127,BEFREE,10763
1394,CRHR1,C0004096,Asthma,C08;C20,19210659,BEFREE,2841
1394,CRHR1,C0004096,Asthma,C08;C20,18622266,BEFREE,2841
1394,CRHR1,C0004096,Asthma,C08;C20,15128701,BEFREE,2841
1395,CRHR2,C0004096,Asthma,C08;C20,18408560,BEFREE,2841
1395,CRHR2,C0004096,Asthma,C08;C20,18408560,LHGDN,2841
1395,CRHR2,C0004096,Asthma,C08;C20,22472724,BEFREE,2841
1396,CRIP1,C0004096,Asthma,C08;C20,22970180,BEFREE,2841
1398,CRK,C0004096,Asthma,C08;C20,12641490,BEFREE,2841
1398,CRK,C0004096,Asthma,C08;C20,25724669,BEFREE,2841
1398,CRK,C0004096,Asthma,C08;C20,26517722,BEFREE,2841
1401,CRP,C0027051,Myocardial Infarction,C14,10456448,BEFREE,3393
1401,CRP,C0085207,Gestational Diabetes,C13;C18;C19,15997206,LHGDN,9351
1401,CRP,C0027051,Myocardial Infarction,C14,21362767,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,15262177,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,18296838,LHGDN,3393
1401,CRP,C0027051,Myocardial Infarction,C14,16210572,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,16630992,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,17956875,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,12819031,LHGDN,3393
1401,CRP,C0027051,Myocardial Infarction,C14,18772067,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,25938632,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,17706955,LHGDN,3393
1401,CRP,C0027051,Myocardial Infarction,C14,22017383,BEFREE,3393
1401,CRP,C0004096,Asthma,C08;C20,17650829,LHGDN,2841
1401,CRP,C0027051,Myocardial Infarction,C14,21046814,RGD,3393
1401,CRP,C0013537,Eclampsia,C13,23940726,BEFREE,10763
1401,CRP,C0027051,Myocardial Infarction,C14,17981284,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,18823504,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,19628406,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,20580041,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,16565153,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,12835218,LHGDN,3393
1401,CRP,C0027051,Myocardial Infarction,C14,16176166,BEFREE,3393
1401,CRP,C0004096,Asthma,C08;C20,27469060,BEFREE,2841
1401,CRP,C0027051,Myocardial Infarction,C14,16684835,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,10634818,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,15894827,LHGDN,3393
1401,CRP,C0271650,Impaired glucose tolerance,C18,24907704,BEFREE,9351
1401,CRP,C0027051,Myocardial Infarction,C14,12534452,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,18997194,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,19130414,LHGDN,3393
1401,CRP,C0027051,Myocardial Infarction,C14,23284892,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,14644408,BEFREE,3393
1401,CRP,C0004096,Asthma,C08;C20,24956257,BEFREE,2841
1401,CRP,C0027051,Myocardial Infarction,C14,12801611,BEFREE,3393
1401,CRP,C0007785,Cerebral Infarction,C10;C14,18810599,LHGDN,6713
1401,CRP,C0027051,Myocardial Infarction,C14,25781951,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,17617027,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,26658659,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,21493817,BEFREE,3393
1401,CRP,C0004096,Asthma,C08;C20,20363117,BEFREE,2841
1401,CRP,C0027051,Myocardial Infarction,C14,18394761,LHGDN,3393
1401,CRP,C0004096,Asthma,C08;C20,18513241,LHGDN,2841
1401,CRP,C0027051,Myocardial Infarction,C14,20852043,BEFREE,3393
1401,CRP,C0027051,Myocardial Infarction,C14,17697822,BEFREE,3393
1407,CRY1,C0271650,Impaired glucose tolerance,C18,22170608,BEFREE,9351
1420,CRYGC,C0004096,Asthma,C08;C20,24560857,BEFREE,2841
1429,CRYZ,C0004096,Asthma,C08;C20,16385446,BEFREE,2841
1432,MAPK14,C0004096,Asthma,C08;C20,26517722,BEFREE,2841
1432,MAPK14,C0007785,Cerebral Infarction,C10;C14,18545259,BEFREE,6713
1432,MAPK14,C0265110,Cerebral Vasospasm,C10;C14,15118180,BEFREE,6713
1432,MAPK14,C0162739,HELLP Syndrome,C13,19565356,BEFREE,10763
1432,MAPK14,C0004096,Asthma,C08;C20,12641490,BEFREE,2841
1432,MAPK14,C0271650,Impaired glucose tolerance,C18,21386087,BEFREE,9351
1432,MAPK14,C0004096,Asthma,C08;C20,25724669,BEFREE,2841
1432,MAPK14,C0004096,Asthma,C08;C20,22947346,BEFREE,2841
1436,CSF1R,C0004096,Asthma,C08;C20,20574656,BEFREE,2841
1437,CSF2,C0038218,Status Asthmaticus,C08;C20,8835120,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,7742019,BEFREE,2841
1437,CSF2,C0007785,Cerebral Infarction,C10;C14,19361262,BEFREE,6713
1437,CSF2,C0004096,Asthma,C08;C20,12594295,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,1401075,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,8613693,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,8998072,BEFREE,2841
1437,CSF2,C0027051,Myocardial Infarction,C14,21326109,RGD,3393
1437,CSF2,C0004096,Asthma,C08;C20,9525446,BEFREE,2841
1437,CSF2,C0027051,Myocardial Infarction,C14,17640962,BEFREE,3393
1437,CSF2,C0265110,Cerebral Vasospasm,C10;C14,21976047,BEFREE,6713
1437,CSF2,C0004096,Asthma,C08;C20,15826950,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,9731032,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,21605124,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,1885766,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,20709516,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,10730545,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,8360390,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,8835120,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,17362254,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,1374772,BEFREE,2841
1437,CSF2,C0027051,Myocardial Infarction,C14,18832728,BEFREE,3393
1437,CSF2,C0004096,Asthma,C08;C20,17225724,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,8417755,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,9155834,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,10903212,BEFREE,2841
1437,CSF2,C0004096,Asthma,C08;C20,10194481,BEFREE,2841
1439,CSF2RB,C0004096,Asthma,C08;C20,17145927,RGD,2841
1440,CSF3,C0027051,Myocardial Infarction,C14,19151252,BEFREE,3393
1440,CSF3,C0027051,Myocardial Infarction,C14,25754690,BEFREE,3393
1440,CSF3,C0004096,Asthma,C08;C20,12594295,BEFREE,2841
1440,CSF3,C0027051,Myocardial Infarction,C14,16051386,LHGDN,3393
1440,CSF3,C0027051,Myocardial Infarction,C14,18832728,BEFREE,3393
1440,CSF3,C0027051,Myocardial Infarction,C14,18956268,BEFREE,3393
1440,CSF3,C0027051,Myocardial Infarction,C14,19929464,BEFREE,3393
1440,CSF3,C0025193,Melancholia,F03,9018096,CTD_human,1596
1440,CSF3,C0004096,Asthma,C08;C20,24813055,BEFREE,2841
1444,CSHL1,C0271650,Impaired glucose tolerance,C18,11782864,BEFREE,9351
1457,CSNK2A1,C0027051,Myocardial Infarction,C14,15090263,RGD,3393
1460,CSNK2B,C0027051,Myocardial Infarction,C14,15090263,RGD,3393
1462,VCAN,C0004096,Asthma,C08;C20,19076933,BEFREE,2841
1462,VCAN,C0027051,Myocardial Infarction,C14,16311904,BEFREE,3393
1462,VCAN,C0027051,Myocardial Infarction,C14,16311904,RGD,3393
1470,CST2,C0027051,Myocardial Infarction,C14,21211798,GWASDB,3393
1470,CST2,C0027051,Myocardial Infarction,C14,16420563,BEFREE,3393
1471,CST3,C0027051,Myocardial Infarction,C14,24952865,BEFREE,3393
1473,CST5,C0027051,Myocardial Infarction,C14,16420563,BEFREE,3393
1474,CST6,C0027051,Myocardial Infarction,C14,16420563,BEFREE,3393
1475,CSTA,C0004096,Asthma,C08;C20,17441792,BEFREE,2841
1483,CTAA1,C0004096,Asthma,C08;C20,22913580,BEFREE,2841
1490,CTGF,C0027051,Myocardial Infarction,C14,15662226,BEFREE,3393
1490,CTGF,C0027051,Myocardial Infarction,C14,23284892,BEFREE,3393
1490,CTGF,C0004096,Asthma,C08;C20,12502478,BEFREE,2841
1490,CTGF,C1135196,Heart Failure- Diastolic,C14,17372041,BEFREE,6000
1490,CTGF,C0027051,Myocardial Infarction,C14,26457413,BEFREE,3393
1490,CTGF,C0027051,Myocardial Infarction,C14,18167060,RGD,3393
1490,CTGF,C0027051,Myocardial Infarction,C14,11013125,BEFREE,3393
1493,CTLA4,C0004096,Asthma,C08;C20,11447385,BEFREE,2841
1493,CTLA4,C1832392,DIABETES MELLITUS- INSULIN-DEPENDENT- 12,C18;C19;C20,10593567,BEFREE,9351
1493,CTLA4,C0004096,Asthma,C08;C20,17469155,LHGDN,2841
1493,CTLA4,C0004096,Asthma,C08;C20,16926542,LHGDN,2841
1493,CTLA4,C0004096,Asthma,C08;C20,16445777,BEFREE,2841
1493,CTLA4,C0004096,Asthma,C08;C20,18070230,BEFREE,2841
1493,CTLA4,C0004096,Asthma,C08;C20,22844542,BEFREE,2841
1493,CTLA4,C0011880,Diabetic Ketoacidosis,C18;C19,15860238,BEFREE,9351
1493,CTLA4,C0004096,Asthma,C08;C20,12417883,BEFREE,2841
1493,CTLA4,C0004096,Asthma,C08;C20,17469155,BEFREE,2841
1493,CTLA4,C0004096,Asthma,C08;C20,28807506,BEFREE,2841
1493,CTLA4,C0004096,Asthma,C08;C20,12114354,BEFREE,2841
1495,CTNNA1,C0004096,Asthma,C08;C20,18418437,LHGDN,2841
1500,CTNND1,C0004096,Asthma,C08;C20,23632299,BEFREE,2841
1508,CTSB,C0027051,Myocardial Infarction,C14,19958779,RGD,3393
1508,CTSB,C0027051,Myocardial Infarction,C14,16480925,BEFREE,3393
